# Time	Pos	PotentialE	KineticE	TotalE
0.489000	1.207201	-9.158433	0.809109	-8.349323
0.490000	1.208469	-9.146858	0.797534	-8.349323
0.491000	1.209727	-9.135373	0.786049	-8.349323
0.492000	1.210976	-9.123978	0.774655	-8.349323
0.493000	1.212217	-9.112674	0.763351	-8.349323
0.494000	1.213448	-9.101461	0.752138	-8.349323
0.495000	1.214670	-9.090339	0.741015	-8.349323
0.496000	1.215882	-9.079307	0.729984	-8.349323
0.497000	1.217086	-9.068368	0.719044	-8.349323
0.498000	1.218281	-9.057519	0.708196	-8.349323
0.499000	1.219466	-9.046762	0.697438	-8.349323
0.500000	1.220643	-9.036096	0.686773	-8.349323
0.501000	1.221810	-9.025522	0.676198	-8.349323
0.502000	1.222969	-9.015039	0.665716	-8.349323
0.503000	1.224118	-9.004647	0.655324	-8.349323
0.504000	1.225258	-8.994347	0.645024	-8.349323
0.505000	1.226390	-8.984139	0.634816	-8.349323
0.506000	1.227512	-8.974021	0.624698	-8.349323
0.507000	1.228625	-8.963995	0.614672	-8.349323
0.508000	1.229730	-8.954060	0.604737	-8.349323
0.509000	1.230825	-8.944216	0.594893	-8.349323
0.510000	1.231911	-8.934463	0.585140	-8.349323
0.511000	1.232988	-8.924801	0.575477	-8.349323
0.512000	1.234057	-8.915229	0.565905	-8.349323
0.513000	1.235116	-8.905747	0.556424	-8.349323
